stamp, x, y, theta
 1.67789e+09,7.13558, -20.5555, 3.02784
 1.67789e+09,7.61427, -20.5916, 3.1208
 1.67789e+09,8.06663, -20.6299, 0.0902175
 1.67789e+09,8.52268, -20.682, 0.281455
 1.67789e+09,9.02331, -20.688, 0.600106
 1.67789e+09,9.42138, -20.6659, 0.878483
 1.67789e+09,9.86607, -20.3978, 1.15067
 1.67789e+09,10.1534, -20.0821, 1.30014
 1.67789e+09,10.3361, -19.6553, 1.32274
 1.67789e+09,10.4103, -19.1929, 1.39477
 1.67789e+09,10.4633, -18.7631, 1.37679
 1.67789e+09,10.537, -18.223, 1.3958
 1.67789e+09,10.5918, -17.7417, 1.41417
 1.67789e+09,10.654, -17.2994, 1.37598
 1.67789e+09,10.6703, -16.868, 1.41954
 1.67789e+09,10.6702, -16.3682, 1.41913
 1.67789e+09,10.6579, -15.9737, 1.43856
 1.67789e+09,10.6701, -15.5557, 1.43834
 1.67789e+09,10.7039, -15.1433, 1.40528
 1.67789e+09,10.7412, -14.7399, 1.41071
 1.67789e+09,10.7792, -14.3292, 1.42991
 1.67789e+09,10.8218, -13.9255, 1.46641
 1.67789e+09,10.8284, -13.5186, 1.46679
 1.67789e+09,10.84, -13.0779, 1.41403
 1.67789e+09,10.8343, -12.6208, 1.40996
 1.67789e+09,10.8763, -12.226, 1.40981
 1.67789e+09,10.8706, -11.8024, 1.39642
 1.67789e+09,10.8994, -11.3547, 1.43545
 1.67789e+09,10.9288, -10.8795, 1.42267
 1.67789e+09,10.9428, -10.401, 1.44531
 1.67789e+09,10.9594, -9.93605, 1.4863
 1.67789e+09,10.9922, -9.47273, 1.44248
 1.67789e+09,11.0268, -9.02632, 1.43514
 1.67789e+09,11.0544, -8.60744, 1.42094
 1.67789e+09,11.1196, -8.16465, 1.41278
 1.67789e+09,11.1721, -7.74092, 1.35137
 1.67789e+09,11.2579, -7.32649, 1.2819
 1.67789e+09,11.3627, -6.89128, 1.18505
 1.67789e+09,11.4851, -6.48152, 1.1896
 1.67789e+09,11.6577, -6.0565, 1.22767
 1.67789e+09,11.8186, -5.61627, 1.30356
 1.67789e+09,11.9525, -5.16141, 1.43811
 1.67789e+09,12.0667, -4.73597, 1.43049
 1.67789e+09,12.1586, -4.30138, 1.37435
 1.67789e+09,12.2317, -3.897, 1.36929
 1.67789e+09,12.2798, -3.45551, 1.4603
 1.67789e+09,12.3147, -3.01096, 1.46613
 1.67789e+09,12.3413, -2.57473, 1.32641
 1.67789e+09,12.3664, -2.13562, 0.988997
 1.67789e+09,12.4829, -1.69303, 0.547818
 1.67789e+09,12.7869, -1.28929, 0.172564
 1.67789e+09,13.2264, -1.03554, 3.0569
 1.67789e+09,13.667, -0.910591, 2.96474
 1.67789e+09,14.1202, -0.869913, 3.03728
 1.67789e+09,14.5671, -0.858286, 3.03008
 1.67789e+09,15.0132, -0.902517, 3.03027
 1.67789e+09,15.4444, -0.924803, 3.00031
 1.67789e+09,15.9246, -0.966051, 2.97147
 1.67789e+09,16.3587, -0.975677, 2.99685
 1.67789e+09,16.8341, -0.983233, 3.0085
 1.67789e+09,17.2153, -0.994149, 3.00997
 1.67789e+09,17.6408, -1.02208, 3.01821
 1.67789e+09,18.1281, -1.07837, 3.00926
 1.67789e+09,18.4728, -1.05908, 3.05847
 1.67789e+09,18.9459, -1.07634, 3.10599
 1.67789e+09,19.3475, -1.12107, 3.09183
 1.67789e+09,19.7705, -1.17047, 3.048
 1.67789e+09,20.282, -1.22694, 2.97659
 1.67789e+09,20.773, -1.30532, 2.9825
 1.67789e+09,21.2614, -1.39647, 2.99495
 1.67789e+09,21.7356, -1.4623, 3.03225
 1.67789e+09,22.1808, -1.5154, 3.05324
 1.67789e+09,22.663, -1.54976, 3.09457
 1.67789e+09,23.1126, -1.53202, 2.95481
 1.67789e+09,23.5265, -1.45144, 2.78779
 1.67789e+09,23.9374, -1.52991, 0.224513
 1.67789e+09,24.3599, -1.39348, 1.05981
 1.67789e+09,24.6334, -0.983938, 1.60667
 1.67789e+09,24.7307, -0.567485, 1.62521
 1.67789e+09,24.72, -0.0804433, 1.5751
 1.67789e+09,24.7113, 0.475784, 1.60215
 1.67789e+09,24.6228, 0.924149, 1.4704
 1.67789e+09,24.562, 1.39271, 1.42432
 1.67789e+09,24.4946, 1.87635, 1.4172
 1.67789e+09,24.4684, 2.36413, 1.46791
 
