stamp, x, y, theta
 1.67789e+09,11.7735, -6.21432, 1.23557
 1.67789e+09,11.9411, -5.76268, 1.31805
 1.67789e+09,12.0625, -5.3002, 1.44956
 1.67789e+09,12.1549, -4.83853, 1.45043
 1.67789e+09,12.2412, -4.38156, 1.40686
 1.67789e+09,12.2595, -3.88443, 1.45151
 1.67789e+09,12.2613, -3.32666, 1.52268
 1.67789e+09,12.2593, -2.77976, 1.42499
 1.67789e+09,12.3001, -2.26207, 1.05079
 1.67789e+09,12.4905, -1.7446, 0.552236
 1.67789e+09,12.9107, -1.21348, 0.112637
 1.67789e+09,13.522, -0.870637, 3.05441
 1.67789e+09,14.0559, -0.796343, 2.99648
 1.67789e+09,14.4744, -0.8249, 3.03989
 1.67789e+09,14.9798, -0.852755, 3.03966
 1.67789e+09,15.4888, -0.845655, 3.02913
 1.67789e+09,15.9469, -0.863685, 3.00168
 1.67789e+09,16.3801, -0.906736, 3.01429
 1.67789e+09,16.8068, -0.94795, 3.02642
 1.67789e+09,17.3044, -0.981003, 3.02973
 1.67789e+09,17.7867, -1.01119, 3.03902
 1.67789e+09,18.2529, -1.10531, 3.02456
 1.67789e+09,18.7286, -1.1818, 3.09052
 1.67789e+09,19.1627, -1.23053, 3.09229
 1.67789e+09,19.5735, -1.28207, 3.06794
 1.67789e+09,19.9763, -1.31013, 3.02698
 1.67789e+09,20.5712, -1.38804, 2.97743
 1.67789e+09,21.0658, -1.45487, 3.00701
 1.67789e+09,21.662, -1.52174, 3.03725
 1.67789e+09,22.2145, -1.57233, 3.07561
 1.67789e+09,22.778, -1.60771, 3.09438
 1.67789e+09,23.2547, -1.58938, 2.93782
 1.67789e+09,23.6993, -1.51645, 2.9095
 1.67789e+09,24.1769, -1.54512, 0.505449
 1.67789e+09,24.6487, -1.18613, 1.40886
 1.67789e+09,24.8136, -0.675598, 1.70833
 1.67789e+09,24.6885, -0.237484, 1.67989
 1.67789e+09,24.6459, 0.198581, 1.64619
 1.67789e+09,24.5882, 0.675522, 1.6019
 1.67789e+09,24.4678, 1.12278, 1.46642
 1.67789e+09,24.4478, 1.5911, 1.45445
 1.67789e+09,24.4414, 2.04814, 1.48132
 
